agency_name,agency_name_secondary,agency_address,agency_phone,agency_website,agency_wheelchair_access,available_beds,intake_open_appointments,populations_served,languages_spoken,last_updated,service_OP,service_IOP,service_RS,service_A_WM,service_R_WM,service_I_WM,service_OTP,service_Male,service_Female,service_Adult,service_TAY,service_Youth,service_MAT,service_Co_Occurring,service_LGBTQIA,service_Veterans,service_Homeless,service_Criminal_Justice,service_Perinatal,service_Parent_Guardian,agency_hours_sunday_open,agency_hours_sunday_close,intake_hours_sunday_open,intake_hours_sunday_close,agency_hours_monday_open,agency_hours_monday_close,intake_hours_monday_open,intake_hours_monday_close,agency_hours_tuesday_open,agency_hours_tuesday_close,intake_hours_tuesday_open,intake_hours_tuesday_close,agency_hours_wednesday_open,agency_hours_wednesday_close,intake_hours_wednesday_open,intake_hours_wednesday_close,agency_hours_thursday_open,agency_hours_thursday_close,intake_hours_thursday_open,intake_hours_thursday_close,agency_hours_friday_open,agency_hours_friday_close,intake_hours_friday_open,intake_hours_friday_close,agency_hours_saturday_open,agency_hours_saturday_close,intake_hours_saturday_open,intake_hours_saturday_close,latitude,longitude
"DIVINE HEALTHCARE SERVICES, INC.",Recovery Bridge Housing (RBH),,(310) 672-3820,https://www.divinehealthcareservices.org,No,RBHAdult - M: 1,,,EnglishSpanish,Last Updated: 11/26/2025 9:15:26 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9617489,-118.36187
"TARZANA TREATMENT CENTERS, INC.",,"5190 Atlantic Avenue,Long Beach, CA 90805",(800) 996-1051,https://www.tarzanatc.org,Yes,,,Adult; M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/26/2025 8:53:00 AM,False,True,True,True,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,Closed,Closed,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,17:00,,,33.8502459,-118.1848167
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Mid Valley Outpatient,"11046 Main Street,El Monte, CA 91731",(626) 636-2370,https://www.socialmodelrecovery.org/,Yes,,,Youth; L; G; B; T; Q; I; A; Homeless,EnglishSpanish,Last Updated: 11/24/2025 7:11:24 AM,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,Closed,Closed,,,08:00,20:00,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,17:00,,,08:00,17:00,,,34.0736456,-118.0350053
"TARZANA TREATMENT CENTERS, INC.",,"5178 Atlantic Avenue,Long Beach, CA 91801",(800) 996-1051,https://www.tarzanatc.org,Yes,,,M; A; T; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/26/2025 9:39:48 AM,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,Closed,Closed,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,17:00,,,33.8500403,-118.1848178
"AEGIS TREATMENT CENTERS, LLC",,"11041 East Valley Boulevard,El Monte, CA 91731",(626) 442-4177,http://www.aegistreatmentcenters.com/,Yes,,,M; A; T; Perinatal; Homeless,American Sign LanguageEnglishSpanish,Last Updated: 11/26/2025 8:50:40 AM,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,06:00,10:00,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,06:00,10:00,,,34.0751571,-118.036849
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,L.A. CADA (SFS),"11015 Bloomfield Avenue,Santa Fe Springs, CA 90670",(562) 906-2676,http://www.lacada.com/,Yes,,,Adult; Youth; Women; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 9:07:13 AM,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,False,True,True,False,True,Closed,Closed,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,17:00,,,08:00,17:00,,,33.9310179,-118.064057
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Allen House,"11111 BloomField Avenue,Santa Fe Springs, CA 90670",(562) 906-2685,http://www.lacada.com/,Yes,RS(3.1)Adult - F: 0,,M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Homeless; Criminal; Justice,EnglishRussian,Last Updated: 11/26/2025 9:07:13 AM,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,33.9305749,-118.064057
"PALM HOUSE, INC.",,"2515 East Jefferson Street,Carson, CA 90810",(310) 830-7803,https://palmhouseinc.com,Yes,RS(3.1)Adult - M: 0Youth - M: 0,,Adult; Criminal; Justice,English,Last Updated: 11/26/2025 9:18:26 AM,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,,Closed,Closed,,,33.8340422,-118.2240124
ANDERSON COUNSELING AND EDUCATION,,"7028 Greenleaf Avenue, Unit K,Whittier, CA 90602",(562) 945-2977,,No,,,,EnglishSpanish,Last Updated: 3/17/2025 3:09:50 PM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9787517,-118.0372311
"DRIVER SAFETY SCHOOLS, INC.",AM/PM Convenient West Los Angeles School and Assessments,"12304 Santa Monica Boulevard, Suite 104,West Los Angeles, CA 90025",(310) 479-8353,,No,,,,EnglishFarsiSpanish,Last Updated: 6/29/2017 10:05:59 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0491396,-118.4387946
"I-ADARP, INC.",,"8330 Lankershim Boulevard, 1st Floor,North Hollywood, CA 91605",(818) 252-1400,https://www.i-adarp.org,Yes,,,,English,Last Updated: 11/26/2025 4:49:08 PM,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Closed,Closed,,,09:00,20:00,,,09:00,21:00,,,09:00,21:00,,,09:00,20:00,,,08:00,16:30,,,08:00,16:30,,,34.1868054,-118.3877736
WESTERN PACIFIC MED-CORP,,"11902 Rosecrans Boulevard, Suites A and D,Norwalk, CA 90650",(562) 929-7188,www.westpacmed.com,Yes,,,Adult; M; A; T,EnglishSpanish,Last Updated: 11/26/2025 4:55:52 AM,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,05:00,09:00,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,09:00,,,33.9092802,-118.0849169
"FRED BROWN'S RECOVERY SERVICES, INC.",,,(310) 519-8723,https://fredbrownrecovery.org/,No,RBHAdult - F: 0,,,English,Last Updated: 11/26/2025 8:15:42 AM,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7315656,-118.2830317
"ADAPT - AWARE ZONE, INC.",,"13211 Whittier Boulevard, Unit H ,Whittier, CA 90602",(562) 698-0474,,No,,,,EnglishSpanish,Last Updated: 6/29/2017 10:04:53 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9641733,-118.0348463
AMERICAN HEALTH SERVICES LLC,,"717 Lincoln Boulevard,Venice, CA 90291",(310) 399-9883,http://www.americanhealthservices.org,Yes,,,Adult; M; A; T,EnglishSpanish,Last Updated: 11/24/2025 8:03:37 AM,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,09:00,11:00,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,09:00,11:00,,,33.9997007,-118.4642573
SPIRITT FAMILY SERVICES,,"8000 Painter Avenue,Whittier, CA 90602",(562) 903-7000,https://www.spiritt.org,Yes,,,Adult; Youth; Co-; Occurring; Mental; Health; Capabilities,EnglishSpanish,Last Updated: 11/26/2025 10:25:45 AM,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,Closed,Closed,,,08:00,19:00,,,08:00,21:00,,,08:00,19:00,,,08:00,21:00,,,08:00,17:30,,,08:00,16:30,,,33.9684441,-118.0327084
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Omni,"3430 Cogswell Road,El Monte, CA 91732",(877) 507-6242,https://www.socialmodelrecovery.org/,Yes,RS(3.1)Adult - M: 0RS(3.3)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,Adult; M; A; T; L; G; B; T; Q; I; A; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 8:51:42 AM,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,34.067041,-118.0167673
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Omni Center,"3426 Cogswell Road,El Monte, CA 91732",(877) 507-6242,https://www.socialmodelrecovery.org/,Yes,RS(3.1)Adult - M: 0RS(3.3)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,Adult; M; A; T; L; G; B; T; Q; I; A; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 8:51:42 AM,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,34.0669685,-118.0168033
"HELPLINE YOUTH COUNSELING, INC.",The Starting Point,"12440 Firestone Boulevard, Suite 316,Norwalk, CA 90650",(562) 864-3722,https://hycinc.org,Yes,,,Adult; Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 8:23:22 AM,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,Closed,Closed,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,Closed,Closed,,,33.9046406,-118.0686362
"DIVINE HEALTHCARE SERVICES, INC.",Recovery Bridge Housing (RBH),,(310) 672-3820,https://www.divinehealthcareservices.org,No,RBHAdult - M: 0,,,EnglishSpanish,Last Updated: 11/26/2025 9:15:26 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9617489,-118.36187
"BEHAVIORAL HEALTH SERVICES, INC.",,"1334 Post Avenue,Torrance, CA 90501",(310) 328-1460,http://bhs-inc.org/,Yes,,,Adult; Youth,English,Last Updated: 11/26/2025 8:47:49 AM,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Closed,Closed,,,09:00,18:00,,,09:00,21:00,,,09:00,18:00,,,09:00,21:00,,,08:00,17:00,,,08:00,17:00,,,33.8353418,-118.3172599
HIGH GAIN PROGRAM/NCADD SOUTH BAY,NCADD/Southbay,"1334 Post Avenue,Torrance, CA 90501",(310) 328-1587,,No,,,Adult; M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Criminal; Justice,EnglishSpanish,Last Updated: 6/29/2017 10:32:48 PM,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8353418,-118.3172599
"ROOTS, INC. DBA ROOTS THROUGH RECOVERY",,"3939 Atlantic Avenue, Suite 102,Long Beach, CA 90807",(562) 473-0827,https://roots-recovery.com/,Yes,,,M; A; T; L; G; B; T; Q; I; A; Veterans,EnglishSpanish,Last Updated: 11/26/2025 9:03:21 AM,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,33.8296828,-118.1850978
TWIN TOWN CORPORATION,Twin Town Treatment Centers,"4940 Van Nuys Boulevard, Suite 201,Sherman Oaks, CA 91403",(818) 985-0560,https://twintowntreatmentcenters.com,Yes,,,Adult,English,Last Updated: 11/26/2025 8:21:06 AM,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Closed,Closed,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,17:00,,,34.160551,-118.4483677
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Omni Center,,(877) 507-6242,https://www.socialmodelrecovery.org/,Yes,RBHAdult - M: 0,,Adult; M; A; T; L; G; B; T; Q; I; A; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 10:14:36 AM,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0613924,-118.2719932
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Omni House,,(877) 507-6242,https://www.socialmodelrecovery.org/,No,RBHAdult - M: 0,,,EnglishSpanish,Last Updated: 11/26/2025 8:23:35 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0613924,-118.2719932
"FRED BROWN'S RECOVERY SERVICES, INC.",,,(310) 519-8723,https://fredbrownrecovery.org/,No,RBHAdult - M: 0,,,English,Last Updated: 11/26/2025 8:15:42 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7315656,-118.2830317
"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",,"8741 Laurel Canyon Boulevard,Sun Valley, CA 91352",(818) 768-5525,https://baartprograms.com,Yes,,,Adult; M; A; T; Co-; Occurring; Mental; Health; Capabilities; Homeless,EnglishSpanish,Last Updated: 11/20/2025 9:47:03 AM,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,07:00,11:00,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,07:00,11:00,,,34.2280368,-118.39969
"DRIVER BENEFITS PROGRAM, INC.",,"2370 West Carson Street, Suite 150,Torrance, CA 90501",(310) 320-9550,,No,,,,EnglishSpanish,Last Updated: 6/29/2017 10:21:59 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8312366,-118.3254367
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Casa De Consuelo,,(626) 537-1807,http://www.lacada.com/,No,,,,English,Last Updated: 11/26/2025 9:08:30 AM,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0451634,-118.2432327
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,,(626) 537-1807,http://www.lacada.com/,No,RBHAdult - F: 0Youth - F: 0,,,English,Last Updated: 11/26/2025 9:08:30 AM,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0451634,-118.2432327
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,L.A. CADA HOW House,"14100 Glengyle Street,Whittier, CA 90604",(562) 906-2676,http://www.lacada.com/,Yes,RS(3.1)Adult - F: 0Youth - F: 0RS(3.5)Adult - F: 0Youth - F: 0,,Adult; M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 9:07:13 AM,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,33.937919,-118.033716
CLARE|MATRIX,,"1002 Pico Boulevard,Santa Monica, CA 90405",(310) 314-6200,https://www.clarematrix.org,Yes,,,M; A; T; Co-; Occurring; Mental; Health; Capabilities; Homeless,English,Last Updated: 11/26/2025 8:20:40 AM,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,Closed,Closed,,,08:00,21:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,21:00,,,08:00,16:00,,,34.0133279,-118.4807678
CLARE|MATRIX,Women's Treatment Program,"844 Pico Boulevard,Santa Monica, CA 90405",(310) 314-6200,https://www.clarematrix.org,Yes,RS(3.1)Adult - F: 8RS(3.5)Adult - F: 6,,Adult; Women; M; A; T; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,English,Last Updated: 11/26/2025 8:20:41 AM,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,Closed,Closed,,,08:00,19:00,,,08:00,16:00,,,08:00,15:30,,,08:00,16:00,,,08:00,19:00,,,08:00,14:00,,,34.0129153,-118.4815341
CLARE|MATRIX,Men's Treatment Program,"907 and 909 Pico Boulevard,Santa Monica, CA 90405",(310) 314-6200,https://www.clarematrix.org,Yes,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,M; A; T; Homeless,English,Last Updated: 11/26/2025 8:20:41 AM,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,Closed,Closed,,,08:00,19:00,,,08:00,16:00,,,08:00,16:00,,,08:00,16:00,,,08:00,19:00,,,08:00,14:00,,,34.0194704,-118.491227
WESTERN PACIFIC MED-CORP,,"14332 Victory Boulevard,Van Nuys, CA 91401",(818) 989-1996,www.westpacmed.com,Yes,,,Adult; M; A; T,ArmenianEnglishFarsiRussian,Last Updated: 11/26/2025 4:55:36 AM,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,06:00,10:00,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,06:00,10:00,,,34.1865807,-118.4451132
"PHOENIX HOUSES OF LOS ANGELES, INC.",Phoenix House - Venice,"503 Ocean Front Walk,Venice, CA 90291",(310) 392-3070,https://phoenixhouseca.org/,Yes,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,Adult; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/26/2025 7:51:30 AM,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,Closed,Closed,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,08:00,16:30,,,Closed,Closed,,,33.9894844,-118.475924
NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE OF THE SAN FERNANDO VALLEY,,"6166 Vesper Avenue,Van Nuys, CA 91411",(818) 997-0414,https://www.ncadd-sfv.org,Yes,,,Adult; Women; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 8:49:29 AM,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,Closed,Closed,,,09:30,21:00,,,09:30,20:00,,,09:30,21:00,,,09:30,20:00,,,08:30,17:00,,,09:00,17:30,,,34.1822804,-118.450796
AM/PM CULVER CITY BUDGET/ESCUELA LATINA AND ALCOHOL ASSESSMENTS 2,,"6315 Van Nuys Boulevard, Suite A-3,Van Nuys, CA 91401",(818) 787-7878,,No,,,,EnglishFarsiSpanish,Last Updated: 5/17/2023 8:43:36 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1852555,-118.4490686
"THE TEEN PROJECT, INC., D.B.A. FREEHAB",Freehab,"14530 Sylvan Street,Van Nuys, CA 91411",(800) 685-7460,https://www.theteenproject.com,Yes,RS(3.1)Adult - F: 0RS(3.3)Adult - F: 0RS(3.5)Adult - F: 0R-WMAdult - F: 0,,Adult; M; A; T; Parent/; Guardian (; Female) with; Children; Perinatal; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Homeless; Criminal; Justice; Sexually-; Exploited,ArmenianEnglishRussianSpanish,Last Updated: 11/17/2025 11:39:43 AM,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,34.1845717,-118.4496333
TWIN TOWN CORPORATION,Twin Town Treatment Centers,"3828 Carson Street, Suite 100,Torrance, CA 90503",(310) 787-1335,https://twintowntreatmentcenters.com,Yes,,,Adult; Youth,EnglishSpanish,Last Updated: 11/26/2025 8:21:06 AM,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Closed,Closed,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,17:00,,,33.8314967,-118.35352
"HELPLINE YOUTH COUNSELING, INC.",The Starting Point,"14181 Telegraph Road,Whittier, CA 90604",(562) 273-0722,https://hycinc.org,Yes,,,Adult; Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 8:23:22 AM,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,Closed,Closed,,,08:00,17:00,,,08:00,16:30,,,08:00,17:00,,,08:00,16:30,,,08:00,17:00,,,08:00,16:30,,,33.9288012,-118.0294023
"DIVINE HEALTHCARE SERVICES, INC.",,,(310) 672-3820,https://www.divinehealthcareservices.org,No,RBHAdult - M: 2,,,EnglishSpanish,Last Updated: 11/26/2025 9:15:26 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9617489,-118.36187
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,,(562) 982-4018,http://www.lacada.com/,No,RBHAdult - M: 2Adult - F: 0,,,English,Last Updated: 11/26/2025 9:07:12 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0451634,-118.2432327
"DIVINE HEALTHCARE SERVICES, INC.",Recovery Bridge Housing (RBH),,(310) 672-3820,https://www.divinehealthcareservices.org,No,RBHAdult - M: 0,,,EnglishSpanish,Last Updated: 11/26/2025 9:15:26 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9617489,-118.36187
"EGGLESTON YOUTH CENTERS, INC., D. B. A. EGGLESTON SUBSTANCE ABUSE AND EDUCATION PROGRAM",Eggleston Substance Abuse and Education Program,"13001 Ramona Boulevard, Suites E & J,Irwindale, CA 91706",(626) 472-6000,https://www.egglestonyouthcenter.org,Yes,,,Adult; Youth; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 8:51:58 AM,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,Closed,Closed,,,12:00,21:00,,,12:00,21:00,,,12:00,20:00,,,12:00,20:00,,,09:00,20:00,,,09:00,18:00,,,34.1069927,-117.934214
CAMBODIAN ASSOCIATION OF AMERICA,,"2501 Atlantic Avenue,Long Beach, CA 90806",(562) 424-6105,http://www.cambodianusa.com/,Yes,,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Physically; Disabled; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Criminal; Justice,CambodianEnglishSpanish,Last Updated: 11/26/2025 8:19:38 AM,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,Closed,Closed,,,08:30,17:30,,,08:30,21:00,,,08:30,17:30,,,08:30,21:00,,,08:30,17:30,,,09:00,17:00,,,33.802475,-118.185112
"FRED KENNEDY ASSOCIATES, INC.",,"1424 4th Street, Suite 205,Santa Monica, CA 90401",(310) 451-5881,,No,,,,EnglishSpanish,Last Updated: 3/26/2024 12:16:07 PM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0159684,-118.494795
AMERICAN HEALTH SERVICES LLC,,"6265 Sepulveda Boulevard, Suite 9,Van Nuys, CA 91411",(818) 779-0555,http://www.americanhealthservices.org,Yes,,,Adult; M; A; T; Co-; Occurring; Mental; Health; Capabilities,English,Last Updated: 11/24/2025 8:03:37 AM,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,07:00,11:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,07:00,11:00,,,34.1842388,-118.466277
AMERICAN INDIAN CHANGING SPIRITS,,"2120 West Williams Street, Buildings 1, 2, and 3,Long Beach, CA 90810",(562) 388-8118,https://www.americanindianchangingspirits.org,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,Adult; Women; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 10:06:31 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,07:30,20:30,,,07:30,20:30,,,07:30,20:30,,,07:30,20:30,,,07:30,20:30,,,07:30,20:30,,,07:30,20:30,,,33.7690164,-118.191604
